id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1293993375113318400,1293993375113318400,1597347036000,2020-08-13,16:30:36,-0300,1286386030917058563,juliaacioly3,julia Acioly,,#derrubavetopl368  pic.twitter.com/fPJQkRWS95,und,[],[],['https://pbs.twimg.com/media/EfUwHM8WoAUh2ob.jpg'],0,0,0,['#derrubavetopl368'],[],https://twitter.com/juliaAcioly3/status/1293993375113318400,False,,0,,,,,,,"[{'user_id': '1286386030917058563', 'username': 'juliaAcioly3'}]",,,,
